timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-22T20:07:07,heart_disease_training,5acad775-1dc8-43ba-8eed-8d005ed7e80a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.64362280000023,1.1634633321195146e-06,2.505507837801677e-07,10.783549220513622,0.0,10.0,8.641836110000001e-07,0.0,7.665936111101878e-07,1.6307772221101878e-06,0.0,India,IND,punjab,,,Windows-10-10.0.26200-SP0,3.10.11,3.3.1,16,12th Gen Intel(R) Core(TM) i5-1240P,0,,76.7221,30.68,11.701240539550781,machine,0,0,0,0,N,1.0,0.0
2026-09-22T20:09:08,heart_disease_training,71ae25a0-7c1f-479e-9993-178f13c96668,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.789965800000573,8.339334561908196e-07,2.2003719827516477e-07,20.62631833531802,0.0,10.0,6.980941670000001e-07,0.0,4.7079499999603687e-07,1.1688891669960369e-06,0.0,India,IND,chandigarh,,,Windows-10-10.0.26200-SP0,3.10.11,3.3.1,16,12th Gen Intel(R) Core(TM) i5-1240P,0,,76.7889,30.7339,11.701240539550781,machine,0,0,0,0,N,1.0,0.0
2026-09-22T20:09:17,heart_disease_training,ae3cbeea-9581-41ca-8cee-727bf2661940,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.7646661999988282,6.797840249391596e-07,1.8056953494027472e-07,17.713623475090255,0.0,10.0,5.946483340000001e-07,0.0,3.5817611110360306e-07,9.528244451036031e-07,0.0,India,IND,chandigarh,,,Windows-10-10.0.26200-SP0,3.10.11,3.3.1,16,12th Gen Intel(R) Core(TM) i5-1240P,0,,76.7889,30.7339,11.701240539550781,machine,0,0,0,0,N,1.0,0.0
2026-09-22T20:09:25,heart_disease_training,606a490e-ba1b-444f-8490-6d39d095cca4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.410101299999951,6.876673496612403e-07,2.0165598882978937e-07,30.40376440476132,0.0,10.0,6.52530556e-07,0.0,3.113436111157676e-07,9.638741671157676e-07,0.0,India,IND,chandigarh,,,Windows-10-10.0.26200-SP0,3.10.11,3.3.1,16,12th Gen Intel(R) Core(TM) i5-1240P,0,,76.7889,30.7339,11.701240539550781,machine,0,0,0,0,N,1.0,0.0
2026-09-22T20:09:33,heart_disease_training,d38656e5-66df-4561-b37d-a716bf0fa7db,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.439236800000799,6.86017715443732e-07,1.9946800855456438e-07,24.536288818590272,0.0,10.0,6.38619167e-07,0.0,3.229427777771182e-07,9.615619447771183e-07,0.0,India,IND,chandigarh,,,Windows-10-10.0.26200-SP0,3.10.11,3.3.1,16,12th Gen Intel(R) Core(TM) i5-1240P,0,,76.7889,30.7339,11.701240539550781,machine,0,0,0,0,N,1.0,0.0
2026-09-22T20:09:42,heart_disease_training,cd8d7b05-cbf4-4493-987f-daf40297b700,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.422826599999098,7.658259994033286e-07,2.2374081100209119e-07,19.495374427506672,0.0,10.0,6.76100277e-07,0.0,3.9732555555423864e-07,1.0734258325542387e-06,0.0,India,IND,chandigarh,,,Windows-10-10.0.26200-SP0,3.10.11,3.3.1,16,12th Gen Intel(R) Core(TM) i5-1240P,0,,76.7889,30.7339,11.701240539550781,machine,0,0,0,0,N,1.0,0.0
2026-09-22T20:09:50,heart_disease_training,a5597d97-9ad0-4210-bf92-b1a19820a1c7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.363315499998862,6.956010120724625e-07,2.0682002984040536e-07,26.233499950226236,0.0,10.0,6.58461112e-07,0.0,3.165333333324977e-07,9.749944453324978e-07,0.0,India,IND,chandigarh,,,Windows-10-10.0.26200-SP0,3.10.11,3.3.1,16,12th Gen Intel(R) Core(TM) i5-1240P,0,,76.7889,30.7339,11.701240539550781,machine,0,0,0,0,N,1.0,0.0
2026-09-22T20:09:58,heart_disease_training,8ca1413c-45d0-4668-a437-90527562f81d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.4283451000010245,6.760368737157483e-07,1.9719043853419142e-07,24.293587698368434,0.0,10.0,6.113386110000001e-07,0.0,3.3623361111191726e-07,9.475722221119173e-07,0.0,India,IND,chandigarh,,,Windows-10-10.0.26200-SP0,3.10.11,3.3.1,16,12th Gen Intel(R) Core(TM) i5-1240P,0,,76.7889,30.7339,11.701240539550781,machine,0,0,0,0,N,1.0,0.0
2026-09-22T20:10:06,heart_disease_training,12b48ab1-264b-4571-a92d-c5122819f603,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.375846699998874,7.257129783857358e-07,2.1497213673416445e-07,29.067401861234423,0.0,10.0,6.968233340000001e-07,0.0,3.20377777774815e-07,1.017201111774815e-06,0.0,India,IND,chandigarh,,,Windows-10-10.0.26200-SP0,3.10.11,3.3.1,16,12th Gen Intel(R) Core(TM) i5-1240P,0,,76.7889,30.7339,11.701240539550781,machine,0,0,0,0,N,1.0,0.0
2026-09-22T20:10:14,heart_disease_training,4451ffcc-de69-4810-ac79-43edf9505980,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.3718897999988258,7.52391708149116e-07,2.2313650586960997e-07,20.144995639486943,0.0,10.0,6.93891945e-07,0.0,3.607036111134221e-07,1.0545955561134222e-06,0.0,India,IND,chandigarh,,,Windows-10-10.0.26200-SP0,3.10.11,3.3.1,16,12th Gen Intel(R) Core(TM) i5-1240P,0,,76.7889,30.7339,11.701240539550781,machine,0,0,0,0,N,1.0,0.0
